id,user_id,store_id,distance,order_id,order_number,order_dow,order_hour_of_day,days_since_prior_order,product_id,add_to_cart_order,special,eval_set,reordered
836236,690,2,0.6339741965868303,2437297,63,6,10,2.0,8012,9,0,train,1
836237,690,2,0.6339741965868303,2437297,63,6,10,2.0,6046,10,30,train,1
836238,690,2,0.6339741965868303,2437297,63,6,10,2.0,4086,11,30,train,0
836239,690,2,0.6339741965868303,2437297,63,6,10,2.0,4605,12,0,train,1
836240,690,2,0.6339741965868303,2437297,63,6,10,2.0,34969,13,0,test,1
836241,690,2,0.6339741965868303,2437297,63,6,10,2.0,46667,14,0,test,1
120219,690,2,0.6339741965868303,349204,79,4,16,5.0,7500,1,0,train,1
120220,690,2,0.6339741965868303,349204,79,4,16,5.0,33810,2,15,test,1
120221,690,2,0.6339741965868303,349204,79,4,16,5.0,18918,3,15,test,0
120222,690,2,0.6339741965868303,349204,79,4,16,5.0,28934,4,0,train,1
120223,690,2,0.6339741965868303,349204,79,4,16,5.0,30839,5,30,train,0
120224,690,2,0.6339741965868303,349204,79,4,16,5.0,16521,6,30,test,1
120225,690,2,0.6339741965868303,349204,79,4,16,5.0,780,7,0,train,1
120226,690,2,0.6339741965868303,349204,79,4,16,5.0,45946,8,15,train,1
120227,690,2,0.6339741965868303,349204,79,4,16,5.0,23815,9,0,train,1
120228,690,2,0.6339741965868303,349204,79,4,16,5.0,49621,10,0,test,1
661373,690,2,0.6339741965868303,1932844,81,2,14,2.0,780,1,0,test,1
661374,690,2,0.6339741965868303,1932844,81,2,14,2.0,23815,2,0,train,1
661375,690,2,0.6339741965868303,1932844,81,2,14,2.0,21051,3,0,train,1
661376,690,2,0.6339741965868303,1932844,81,2,14,2.0,45946,4,0,train,1
661377,690,2,0.6339741965868303,1932844,81,2,14,2.0,42828,5,15,train,1
661378,690,2,0.6339741965868303,1932844,81,2,14,2.0,8414,6,30,test,1
661379,690,2,0.6339741965868303,1932844,81,2,14,2.0,30382,7,15,train,1
661380,690,2,0.6339741965868303,1932844,81,2,14,2.0,310,8,0,train,1
661381,690,2,0.6339741965868303,1932844,81,2,14,2.0,31869,9,30,train,0
661382,690,2,0.6339741965868303,1932844,81,2,14,2.0,17284,10,0,train,0
586536,690,2,0.6339741965868303,1714173,97,4,14,2.0,21051,1,0,train,1
586537,690,2,0.6339741965868303,1714173,97,4,14,2.0,16589,2,15,test,1
586538,690,2,0.6339741965868303,1714173,97,4,14,2.0,33810,3,0,train,1
586539,690,2,0.6339741965868303,1714173,97,4,14,2.0,5450,4,50,train,1
586540,690,2,0.6339741965868303,1714173,97,4,14,2.0,1158,5,50,train,1
586541,690,2,0.6339741965868303,1714173,97,4,14,2.0,35992,6,30,test,1
586542,690,2,0.6339741965868303,1714173,97,4,14,2.0,6210,7,30,train,0
1104071,690,2,0.6339741965868303,3223876,98,6,19,2.0,14197,1,15,train,0
1104072,690,2,0.6339741965868303,3223876,98,6,19,2.0,26497,2,50,train,1
1104073,690,2,0.6339741965868303,3223876,98,6,19,2.0,27939,3,30,train,0
1104074,690,2,0.6339741965868303,3223876,98,6,19,2.0,5735,4,0,train,0
1104075,690,2,0.6339741965868303,3223876,98,6,19,2.0,23165,5,0,train,0
1104076,690,2,0.6339741965868303,3223876,98,6,19,2.0,24184,6,0,train,1
1104077,690,2,0.6339741965868303,3223876,98,6,19,2.0,28934,7,0,train,1
1104078,690,2,0.6339741965868303,3223876,98,6,19,2.0,16589,8,0,train,1
1104079,690,2,0.6339741965868303,3223876,98,6,19,2.0,23815,9,0,train,1
1104080,690,2,0.6339741965868303,3223876,98,6,19,2.0,41787,10,50,test,0
1104081,690,2,0.6339741965868303,3223876,98,6,19,2.0,46676,11,30,test,1
696762,690,3,1.880845853816295,2033437,1,4,19,,17915,1,0,train,0
696763,690,3,1.880845853816295,2033437,1,4,19,,22035,2,0,train,0
696764,690,3,1.880845853816295,2033437,1,4,19,,33000,3,30,train,0
696765,690,3,1.880845853816295,2033437,1,4,19,,24810,4,15,train,0
696766,690,3,1.880845853816295,2033437,1,4,19,,10804,5,15,train,0
696767,690,3,1.880845853816295,2033437,1,4,19,,38734,6,0,train,0
696768,690,3,1.880845853816295,2033437,1,4,19,,6046,7,0,train,0
696769,690,3,1.880845853816295,2033437,1,4,19,,47766,8,50,train,0
696770,690,3,1.880845853816295,2033437,1,4,19,,22220,9,50,train,0
122989,690,3,1.880845853816295,357419,2,3,12,6.0,10804,1,30,train,1
122990,690,3,1.880845853816295,357419,2,3,12,6.0,24810,2,15,train,1
122991,690,3,1.880845853816295,357419,2,3,12,6.0,46969,3,0,train,0
122992,690,3,1.880845853816295,357419,2,3,12,6.0,16363,4,0,test,0
122993,690,3,1.880845853816295,357419,2,3,12,6.0,9224,5,15,test,0
122994,690,3,1.880845853816295,357419,2,3,12,6.0,2732,6,30,train,0
122995,690,3,1.880845853816295,357419,2,3,12,6.0,47766,7,0,train,1
122996,690,3,1.880845853816295,357419,2,3,12,6.0,300,8,50,test,0
122997,690,3,1.880845853816295,357419,2,3,12,6.0,6046,9,0,train,1
122998,690,3,1.880845853816295,357419,2,3,12,6.0,31717,10,0,train,0
122999,690,3,1.880845853816295,357419,2,3,12,6.0,4605,11,15,train,0
123000,690,3,1.880845853816295,357419,2,3,12,6.0,34199,12,50,test,0
214080,690,3,1.880845853816295,628284,3,2,19,6.0,31506,1,50,train,0
214081,690,3,1.880845853816295,628284,3,2,19,6.0,17915,2,0,train,1
214082,690,3,1.880845853816295,628284,3,2,19,6.0,28934,3,0,train,0
214083,690,3,1.880845853816295,628284,3,2,19,6.0,46969,4,15,test,1
214084,690,3,1.880845853816295,628284,3,2,19,6.0,33000,5,0,train,1
214085,690,3,1.880845853816295,628284,3,2,19,6.0,22035,6,0,train,1
214086,690,3,1.880845853816295,628284,3,2,19,6.0,47766,7,0,train,1
214087,690,3,1.880845853816295,628284,3,2,19,6.0,48110,8,0,train,0
214088,690,3,1.880845853816295,628284,3,2,19,6.0,17828,9,0,train,0
214089,690,3,1.880845853816295,628284,3,2,19,6.0,38734,10,0,train,1
214090,690,3,1.880845853816295,628284,3,2,19,6.0,22594,11,0,train,0
214091,690,3,1.880845853816295,628284,3,2,19,6.0,23765,12,50,train,0
214092,690,3,1.880845853816295,628284,3,2,19,6.0,8467,13,0,train,0
762819,690,3,1.880845853816295,2224528,4,5,11,3.0,1158,1,0,train,0
762820,690,3,1.880845853816295,2224528,4,5,11,3.0,14650,2,30,train,0
762821,690,3,1.880845853816295,2224528,4,5,11,3.0,35992,3,15,train,0
762822,690,3,1.880845853816295,2224528,4,5,11,3.0,6046,4,15,train,1
762823,690,3,1.880845853816295,2224528,4,5,11,3.0,16363,5,0,train,1
762824,690,3,1.880845853816295,2224528,4,5,11,3.0,28985,6,30,test,0
762825,690,3,1.880845853816295,2224528,4,5,11,3.0,8518,7,30,train,0
762826,690,3,1.880845853816295,2224528,4,5,11,3.0,31915,8,15,train,0
762827,690,3,1.880845853816295,2224528,4,5,11,3.0,46969,9,0,train,1
532299,690,3,1.880845853816295,1556500,5,1,11,3.0,28934,1,15,train,1
532300,690,3,1.880845853816295,1556500,5,1,11,3.0,17828,2,0,train,1
532301,690,3,1.880845853816295,1556500,5,1,11,3.0,8467,3,0,train,1
532302,690,3,1.880845853816295,1556500,5,1,11,3.0,42557,4,50,train,0
532303,690,3,1.880845853816295,1556500,5,1,11,3.0,22115,5,0,train,0
532304,690,3,1.880845853816295,1556500,5,1,11,3.0,15213,6,50,train,0
861288,690,3,1.880845853816295,2510022,6,2,15,8.0,32572,1,0,test,0
861289,690,3,1.880845853816295,2510022,6,2,15,8.0,46969,2,0,test,1
861290,690,3,1.880845853816295,2510022,6,2,15,8.0,48110,3,0,test,1
861291,690,3,1.880845853816295,2510022,6,2,15,8.0,22035,4,0,train,1
861292,690,3,1.880845853816295,2510022,6,2,15,8.0,6046,5,0,train,1
861293,690,3,1.880845853816295,2510022,6,2,15,8.0,8467,6,0,train,1
765041,690,3,1.880845853816295,2231209,7,4,8,2.0,16262,1,50,train,0
765042,690,3,1.880845853816295,2231209,7,4,8,2.0,13702,2,30,test,0
765043,690,3,1.880845853816295,2231209,7,4,8,2.0,46226,3,15,train,0
765044,690,3,1.880845853816295,2231209,7,4,8,2.0,33810,4,0,test,0
765045,690,3,1.880845853816295,2231209,7,4,8,2.0,22035,5,0,train,1
765046,690,3,1.880845853816295,2231209,7,4,8,2.0,17915,6,0,train,1
765047,690,3,1.880845853816295,2231209,7,4,8,2.0,28934,7,0,test,1
765048,690,3,1.880845853816295,2231209,7,4,8,2.0,46969,8,15,train,1
765049,690,3,1.880845853816295,2231209,7,4,8,2.0,39408,9,0,train,0
765050,690,3,1.880845853816295,2231209,7,4,8,2.0,24852,10,15,train,0
765051,690,3,1.880845853816295,2231209,7,4,8,2.0,21051,11,0,train,0
470067,690,3,1.880845853816295,1373352,9,3,17,0.0,33000,1,15,train,1
470068,690,3,1.880845853816295,1373352,9,3,17,0.0,46969,2,0,train,1
470069,690,3,1.880845853816295,1373352,9,3,17,0.0,8467,3,0,train,1
470070,690,3,1.880845853816295,1373352,9,3,17,0.0,1158,4,0,train,1
470071,690,3,1.880845853816295,1373352,9,3,17,0.0,28934,5,0,train,1
470072,690,3,1.880845853816295,1373352,9,3,17,0.0,8251,6,15,train,0
470073,690,3,1.880845853816295,1373352,9,3,17,0.0,22035,7,0,train,1
470074,690,3,1.880845853816295,1373352,9,3,17,0.0,22115,8,0,train,1
280962,690,3,1.880845853816295,822338,21,2,16,3.0,48110,1,0,train,1
280963,690,3,1.880845853816295,822338,21,2,16,3.0,16840,2,0,train,1
280964,690,3,1.880845853816295,822338,21,2,16,3.0,25808,3,0,train,1
280965,690,3,1.880845853816295,822338,21,2,16,3.0,49621,4,0,train,1
280966,690,3,1.880845853816295,822338,21,2,16,3.0,17149,5,0,train,1
280967,690,3,1.880845853816295,822338,21,2,16,3.0,33000,6,0,test,1
280968,690,3,1.880845853816295,822338,21,2,16,3.0,21051,7,0,test,1
1058795,690,3,1.880845853816295,3087991,22,5,18,3.0,22035,1,30,train,1
1058796,690,3,1.880845853816295,3087991,22,5,18,3.0,49621,2,0,train,1
1058797,690,3,1.880845853816295,3087991,22,5,18,3.0,48110,3,15,train,1
1058798,690,3,1.880845853816295,3087991,22,5,18,3.0,5077,4,50,train,0
1058799,690,3,1.880845853816295,3087991,22,5,18,3.0,8251,5,15,train,1
725144,690,3,1.880845853816295,2116186,26,1,10,3.0,3999,1,0,train,1
725145,690,3,1.880845853816295,2116186,26,1,10,3.0,39408,2,0,train,1
725146,690,3,1.880845853816295,2116186,26,1,10,3.0,18811,3,0,test,0
725147,690,3,1.880845853816295,2116186,26,1,10,3.0,38777,4,30,test,0
725148,690,3,1.880845853816295,2116186,26,1,10,3.0,28842,5,0,train,1
725149,690,3,1.880845853816295,2116186,26,1,10,3.0,33724,6,15,train,0
725150,690,3,1.880845853816295,2116186,26,1,10,3.0,28934,7,15,train,1
698780,690,3,1.880845853816295,2039296,80,0,14,3.0,23815,1,0,train,1
698781,690,3,1.880845853816295,2039296,80,0,14,3.0,780,2,0,train,1
698782,690,3,1.880845853816295,2039296,80,0,14,3.0,21051,3,0,train,1
698783,690,3,1.880845853816295,2039296,80,0,14,3.0,45946,4,0,train,1
698784,690,3,1.880845853816295,2039296,80,0,14,3.0,6046,5,0,train,1
698785,690,3,1.880845853816295,2039296,80,0,14,3.0,34126,6,50,train,1
698786,690,3,1.880845853816295,2039296,80,0,14,3.0,310,7,0,test,1
698787,690,3,1.880845853816295,2039296,80,0,14,3.0,581,8,15,test,1
606588,690,3,1.880845853816295,1773558,94,2,10,4.0,23815,1,0,train,1
606589,690,3,1.880845853816295,1773558,94,2,10,4.0,32433,2,0,train,1
606590,690,3,1.880845853816295,1773558,94,2,10,4.0,9422,3,0,test,1
606591,690,3,1.880845853816295,1773558,94,2,10,4.0,42265,4,30,train,0
606592,690,3,1.880845853816295,1773558,94,2,10,4.0,45066,5,30,train,0
606593,690,3,1.880845853816295,1773558,94,2,10,4.0,28934,6,0,train,1
606594,690,3,1.880845853816295,1773558,94,2,10,4.0,780,7,0,train,1
957434,690,4,1.9331985400226035,2789482,13,0,13,3.0,6046,1,0,train,1
957435,690,4,1.9331985400226035,2789482,13,0,13,3.0,22035,2,0,train,1
957436,690,4,1.9331985400226035,2789482,13,0,13,3.0,26209,3,30,train,0
957437,690,4,1.9331985400226035,2789482,13,0,13,3.0,24852,4,0,train,1
957438,690,4,1.9331985400226035,2789482,13,0,13,3.0,31506,5,0,test,1
